testing_model_structure,testing_model_type,testing_model_augmentation,testing_model_idx,D_attack_type,D_attack_direction,D_generating_model,D_idx,acc,loss
ResNet56v1,S-ff,targeted,1,pgd,untargeted,ResNet20v2,0,0.8934999704360962,0.6045579314231873
ResNet56v1,S-ff,targeted,1,pgd,untargeted,ResNet20v1,6,0.8849999904632568,0.6768349409103394
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,ResNet20v1,4,0.8636000156402588,0.6395348906517029
ResNet56v1,S-ff,targeted,1,cwl2,targeted_2nd,ResNet56v1,0,0.9032999873161316,0.488933116197586
ResNet56v1,S-ff,targeted,1,cwl2,targeted_ll,ResNet56v1,0,0.9081000089645386,0.4759405255317688
ResNet56v1,S-ff,targeted,1,pgd,untargeted,ResNet20v1,4,0.8919000029563904,0.6495854258537292
ResNet56v1,S-ff,targeted,1,pgd,untargeted,ResNet56v2,0,0.8963000178337097,0.5912502408027649
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,ResNet20v1,3,0.8087000250816345,0.8787688612937927
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,ResNet20v1,7,0.8671000003814697,0.6295810341835022
ResNet56v1,S-ff,targeted,1,cwl2,targeted_ll,ResNet56v1,1,0.9100000262260436,0.4720542132854461
ResNet56v1,S-ff,targeted,1,pgd,untargeted,ResNet20v1,0,0.8866000175476074,0.6646596789360046
ResNet56v1,S-ff,targeted,1,pgd,untargeted,ResNet56v1,0,0.8076000213623047,0.9438077211380004
ResNet56v1,S-ff,targeted,1,pgd,untargeted,ResNet20v1,3,0.8891000151634216,0.6869373321533203
ResNet56v1,S-ff,targeted,1,pgd,untargeted,ResNet20v1,2,0.9021000266075134,0.5641745328903198
ResNet56v1,S-ff,targeted,1,cwl2,untargeted,ResNet56v1,0,0.9038000106811525,0.4880117177963257
ResNet56v1,S-ff,targeted,1,pgd,untargeted,ResNet56v2,2,0.8996000289916992,0.582594633102417
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg19,1,0.7965999841690063,0.9211838841438292
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg13,1,0.8845000267028809,0.6919087171554565
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg19,0,0.7975999712944031,0.9197335243225098
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg11,0,0.8823999762535095,0.6561732888221741
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg19,2,0.8791999816894531,0.7790800333023071
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg16,0,0.8754000067710876,0.835684061050415
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg16,1,0.8009999990463257,0.899350106716156
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg13,4,0.8827999830245972,0.6910660862922668
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg16,2,0.8763999938964844,0.7909655570983887
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg16,0,0.7943999767303467,0.9065523147583008
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg16,1,0.8672000169754028,0.8557106256484985
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg16,2,0.7949000000953674,0.9205164909362792
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg11,4,0.8738999962806702,0.7137680053710938
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg11,1,0.8203999996185303,0.8190179467201233
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg19,2,0.7975000143051147,0.9045628905296326
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg13,4,0.7975999712944031,0.9134145379066468
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg19,4,0.8903999924659729,0.6605843901634216
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg13,1,0.8054999709129333,0.8845534920692444
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg13,2,0.7930999994277954,0.9332581162452698
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg19,4,0.804099977016449,0.8719159960746765
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg11,2,0.8801000118255615,0.6667875051498413
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg11,2,0.8330000042915344,0.7600577473640442
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg16,4,0.8009999990463257,0.8913889527320862
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg13,0,0.8844000101089478,0.6628764271736145
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg11,4,0.8285999894142151,0.7787996530532837
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg13,2,0.8809000253677368,0.7160695195198059
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg11,1,0.8790000081062317,0.6899718046188354
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg19,1,0.878600001335144,0.722114086151123
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg13,0,0.8004999756813049,0.8957228660583496
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg16,4,0.8701000213623047,0.8911106586456299
ResNet56v1,S-ff,targeted,1,pgd,untargeted,vgg19,0,0.8842999935150146,0.6871650218963623
ResNet56v1,S-ff,targeted,1,pgd,targeted_ll,vgg11,0,0.8396999835968018,0.7433286905288696
ResNet56v1,S-ff,targeted,1,original,original,original,0,0.911199986934662,0.4685227572917938
ResNet56v1,S-ff,targeted,2,cwl2,untargeted,ResNet56v1,1,0.2594000101089477,9.387110710144045
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v1,1,0.8567000031471252,0.6834535002708435
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet56v2,2,0.8551999926567078,0.6787118911743164
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v2,2,0.8478999733924866,0.7279257774353027
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v2,3,0.8889999985694885,0.6468920707702637
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v1,0,0.8343999981880188,0.7706860899925232
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet56v2,1,0.8920000195503235,0.6387808322906494
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet56v2,1,0.8406000137329102,0.7429518103599548
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v1,6,0.8165000081062317,0.8409009575843811
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v1,5,0.8912000060081482,0.6714210510253906
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet56v2,3,0.8901000022888184,0.638916015625
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v2,2,0.8888999819755554,0.625488817691803
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet56v1,3,0.8456000089645386,0.7234697937965393
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet56v2,3,0.8388000130653381,0.7596922516822815
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v2,3,0.8314999938011169,0.7696999907493591
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v2,1,0.8931999802589417,0.6084058880805969
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet56v1,1,0.8374999761581421,0.7662317752838135
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet56v1,3,0.8931000232696533,0.63711017370224
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v1,7,0.9046000242233276,0.5777351260185242
ResNet56v1,S-ff,targeted,2,pgd,targeted_2nd,ResNet56v1,7,0.836899995803833,0.7690768837928772
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v1,1,0.8959000110626221,0.6137531995773315
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet56v1,2,0.8633000254631042,0.659781813621521
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet56v1,2,0.8985999822616577,0.5903564095497131
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v2,1,0.8619999885559082,0.6721653342247009
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v2,0,0.852400004863739,0.6977623105049133
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet56v1,1,0.8888000249862671,0.6548061370849609
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet56v2,0,0.8616999983787537,0.6638519763946533
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v1,5,0.8321999907493591,0.7727848887443542
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet56v1,0,0.8690999746322632,0.6350684762001038
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v1,2,0.8585000038146973,0.6679095029830933
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v2,0,0.8955000042915344,0.6038884520530701
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v1,6,0.885200023651123,0.6946278810501099
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v1,4,0.8518999814987183,0.6948268413543701
ResNet56v1,S-ff,targeted,2,cwl2,targeted_2nd,ResNet56v1,0,0.8996000289916992,0.5007705688476562
ResNet56v1,S-ff,targeted,2,cwl2,targeted_ll,ResNet56v1,0,0.907800018787384,0.4864861369132995
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v1,4,0.8885999917984009,0.668264627456665
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet56v2,0,0.8964999914169312,0.5891705751419067
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v1,3,0.824400007724762,0.8046934008598328
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,ResNet20v1,7,0.8657000064849854,0.643490731716156
ResNet56v1,S-ff,targeted,2,cwl2,targeted_ll,ResNet56v1,1,0.9082000255584716,0.4864504337310791
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v1,0,0.8847000002861023,0.669908344745636
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet56v1,0,0.8029999732971191,0.9856901168823242
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v1,3,0.888700008392334,0.6760328412055969
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet20v1,2,0.8991000056266785,0.5826283097267151
ResNet56v1,S-ff,targeted,2,cwl2,untargeted,ResNet56v1,0,0.9003999829292297,0.4998251497745514
ResNet56v1,S-ff,targeted,2,pgd,untargeted,ResNet56v2,2,0.8952000141143799,0.5963868498802185
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg19,1,0.7924000024795532,0.9576022624969482
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg13,1,0.8859999775886536,0.6930257678031921
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg19,0,0.7871999740600586,0.9871121048927308
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg11,0,0.8812000155448914,0.6696510314941406
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg19,2,0.8766999840736389,0.7839245796203613
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg16,0,0.8769999742507935,0.8106266856193542
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg16,1,0.796500027179718,0.9246776103973388
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg13,4,0.8837000131607056,0.6982405185699463
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg16,2,0.8741999864578247,0.8053908944129944
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg16,0,0.7997999787330627,0.907950222492218
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg16,1,0.8694000244140625,0.8452001810073853
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg16,2,0.7878000140190125,0.9665517807006836
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg11,4,0.8741999864578247,0.7105222344398499
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg11,1,0.8234999775886536,0.838546872138977
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg19,2,0.7996000051498413,0.9143761992454528
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg13,4,0.7961000204086304,0.9490362405776978
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg19,4,0.8852999806404114,0.6981691122055054
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg13,1,0.8062000274658203,0.8954966068267822
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg13,2,0.7893999814987183,0.9615100622177124
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg19,4,0.798799991607666,0.924896478652954
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg11,2,0.8787999749183655,0.6796677708625793
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg11,2,0.8299000263214111,0.8169537782669067
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg16,4,0.8027999997138977,0.9246354699134828
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg13,0,0.8858000040054321,0.687419056892395
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg11,4,0.8228999972343445,0.8248610496520996
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg13,2,0.8833000063896179,0.7401193976402283
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg11,1,0.8741999864578247,0.738080620765686
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg19,1,0.8752999901771545,0.7516104578971863
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg13,0,0.8033000230789185,0.8992165327072144
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg16,4,0.8694999814033508,0.8801851272583008
ResNet56v1,S-ff,targeted,2,pgd,untargeted,vgg19,0,0.8863999843597412,0.6946120262145996
ResNet56v1,S-ff,targeted,2,pgd,targeted_ll,vgg11,0,0.8367000222206116,0.7739768624305725
ResNet56v1,S-ff,targeted,2,original,original,original,0,0.9089999794960022,0.4826294481754303
ResNet56v1,S-ff,targeted,3,cwl2,untargeted,ResNet56v1,1,0.2597000002861023,9.577313423156738
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v1,1,0.8295999765396118,0.8040740489959717
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet56v2,2,0.8378999829292297,0.7601681351661682
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v2,2,0.8248999714851379,0.8320254683494568
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v2,3,0.8827999830245972,0.7079307436943054
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v1,0,0.8046000003814697,0.9120148420333862
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet56v2,1,0.8820000290870667,0.6926291584968567
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet56v2,1,0.8119999766349792,0.8894047737121582
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v1,6,0.7940999865531921,0.9635123014450072
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v1,5,0.8809000253677368,0.7519220113754272
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet56v2,3,0.8734999895095825,0.7387171387672424
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v2,2,0.8790000081062317,0.7043999433517456
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet56v1,3,0.8120999932289124,0.8805151581764221
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet56v2,3,0.7978000044822693,0.9665932655334472
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v2,3,0.8215000033378601,0.8598405122756958
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v2,1,0.8870000243186951,0.659066379070282
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet56v1,1,0.786899983882904,0.9811919927597046
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet56v1,3,0.8802000284194946,0.729582667350769
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v1,7,0.8867999911308289,0.6590074300765991
ResNet56v1,S-ff,targeted,3,pgd,targeted_2nd,ResNet56v1,7,0.8101000189781189,0.9117575883865356
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v1,1,0.8871999979019165,0.6705462336540222
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet56v1,2,0.8251000046730042,0.8365169167518616
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet56v1,2,0.8849999904632568,0.6668424606323242
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v2,1,0.8436999917030334,0.7453979253768921
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v2,0,0.8307999968528748,0.8154860734939575
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet56v1,1,0.8719000220298767,0.7840569019317627
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet56v2,0,0.8345000147819519,0.7780980467796326
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v1,5,0.8015000224113464,0.932462513446808
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet56v1,0,0.8165000081062317,0.8420946002006531
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v1,2,0.8330000042915344,0.7953662872314453
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v2,0,0.8847000002861023,0.6727636456489563
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v1,6,0.8791000247001648,0.7638582587242126
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v1,4,0.8224999904632568,0.8152598142623901
ResNet56v1,S-ff,targeted,3,cwl2,targeted_2nd,ResNet56v1,0,0.9003000259399414,0.5126506090164185
ResNet56v1,S-ff,targeted,3,cwl2,targeted_ll,ResNet56v1,0,0.907800018787384,0.4993677139282226
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v1,4,0.8773000240325928,0.7661195993423462
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet56v2,0,0.8792999982833862,0.690315842628479
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v1,3,0.7918000221252441,0.9825075268745422
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,ResNet20v1,7,0.8242999911308289,0.8324475288391113
ResNet56v1,S-ff,targeted,3,cwl2,targeted_ll,ResNet56v1,1,0.9079999923706056,0.4971327185630798
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v1,0,0.8748999834060669,0.7640931010246277
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet56v1,0,0.7674999833106995,1.1565157175064087
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v1,3,0.8827999830245972,0.7600940465927124
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet20v1,2,0.8892999887466431,0.6535302996635437
ResNet56v1,S-ff,targeted,3,cwl2,untargeted,ResNet56v1,0,0.9002000093460083,0.51314377784729
ResNet56v1,S-ff,targeted,3,pgd,untargeted,ResNet56v2,2,0.8815000057220459,0.6800563335418701
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg19,1,0.7778000235557556,1.026577711105347
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg13,1,0.8820000290870667,0.7490797638893127
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg19,0,0.7716000080108643,1.0671793222427368
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg11,0,0.8747000098228455,0.7039973735809326
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg19,2,0.8679999709129333,0.8589172959327698
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg16,0,0.8745999932289124,0.8809245824813843
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg16,1,0.7842000126838684,1.0101261138916016
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg13,4,0.8798999786376953,0.756431519985199
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg16,2,0.8682000041007996,0.8968404531478882
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg16,0,0.7935000061988831,0.9685295820236206
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg16,1,0.8646000027656555,0.9383367896080016
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg16,2,0.7717999815940857,1.0959442853927612
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg11,4,0.871999979019165,0.7535194754600525
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg11,1,0.8123000264167786,0.8791346549987793
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg19,2,0.7839999794960022,0.9991199374198914
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg13,4,0.785099983215332,1.0154792070388794
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg19,4,0.8824999928474426,0.7362708449363708
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg13,1,0.7890999913215637,0.9838801622390748
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg13,2,0.7793999910354614,1.0287256240844729
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg19,4,0.7821000218391418,0.998500406742096
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg11,2,0.8736000061035156,0.7153587937355042
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg11,2,0.8248000144958496,0.8190609216690063
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg16,4,0.7914999723434448,0.9722181558609008
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg13,0,0.882099986076355,0.7222400307655334
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg11,4,0.8217999935150146,0.8292704820632935
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg13,2,0.8787000179290771,0.7832637429237366
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg11,1,0.8709999918937683,0.750528872013092
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg19,1,0.8711000084877014,0.8019569516181946
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg13,0,0.7904000282287598,0.9853749871253968
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg16,4,0.8658000230789185,0.960307240486145
ResNet56v1,S-ff,targeted,3,pgd,untargeted,vgg19,0,0.8835999965667725,0.749871015548706
ResNet56v1,S-ff,targeted,3,pgd,targeted_ll,vgg11,0,0.8313000202178955,0.7809442281723022
ResNet56v1,S-ff,targeted,3,original,original,original,0,0.9101999998092652,0.4909723997116089
ResNet56v1,S-ff,untargeted,0,cwl2,untargeted,ResNet56v1,1,0.259799987077713,9.102267265319824
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v1,1,0.8432000279426575,0.7240430116653442
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet56v2,2,0.8471999764442444,0.7034253478050232
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v2,2,0.8295000195503235,0.7913396954536438
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet20v2,3,0.8827999830245972,0.6601284742355347
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v1,0,0.8256999850273132,0.8149323463439941
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet56v2,1,0.8860999941825867,0.6363617777824402
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet56v2,1,0.8194000124931335,0.8360773324966431
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v1,6,0.8152999877929688,0.8450745344161987
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet20v1,5,0.8866999745368958,0.6674707531929016
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet56v2,3,0.8784000277519226,0.66322261095047
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet20v2,2,0.8809000253677368,0.6527608036994934
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet56v1,3,0.838699996471405,0.7467150092124939
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet56v2,3,0.8263000249862671,0.79121994972229
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v2,3,0.8136000037193298,0.8557146191596985
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet20v2,1,0.8866000175476074,0.6235177516937256
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet56v1,1,0.8197000026702881,0.8350653052330017
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet56v1,3,0.888700008392334,0.63312828540802
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet20v1,7,0.8914999961853027,0.5950772166252136
ResNet56v1,S-ff,untargeted,0,pgd,targeted_2nd,ResNet56v1,7,0.8413000106811523,0.7411841154098511
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet20v1,1,0.896399974822998,0.5939801931381226
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet56v1,2,0.8185999989509583,0.8272310495376587
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet56v1,2,0.8858000040054321,0.6379115581512451
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v2,1,0.8424999713897705,0.7205358147621155
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v2,0,0.8234000205993652,0.8131083846092224
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet56v1,1,0.8816999793052673,0.6852585673332214
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet56v2,0,0.8492000102996826,0.7200046181678772
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v1,5,0.8199999928474426,0.8222720623016357
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet56v1,0,0.8532000184059143,0.6938999891281128
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v1,2,0.833899974822998,0.768691897392273
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet20v2,0,0.8866999745368958,0.6348992586135864
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet20v1,6,0.8805000185966492,0.6888852119445801
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v1,4,0.839900016784668,0.7677584886550903
ResNet56v1,S-ff,untargeted,0,cwl2,targeted_2nd,ResNet56v1,0,0.9023000001907348,0.4828857481479645
ResNet56v1,S-ff,untargeted,0,cwl2,targeted_ll,ResNet56v1,0,0.9067999720573424,0.4667843878269195
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet20v1,4,0.8831999897956848,0.6643491387367249
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet56v2,0,0.8827000260353088,0.6422056555747986
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v1,3,0.791100025177002,0.9670271277427672
ResNet56v1,S-ff,untargeted,0,pgd,targeted_ll,ResNet20v1,7,0.8549000024795532,0.6894628405570984
ResNet56v1,S-ff,untargeted,0,cwl2,targeted_ll,ResNet56v1,1,0.9083999991416932,0.4649838507175445
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet20v1,0,0.8761000037193298,0.6835023760795593
ResNet56v1,S-ff,untargeted,0,pgd,untargeted,ResNet56v1,0,0.8105000257492065,0.9195078015327454
