testing_model_structure,testing_model_type,testing_model_augmentation,testing_model_idx,D_attack_type,D_attack_direction,D_generating_model,D_idx,acc,loss
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg13,4,0.8337000012397766,0.931976556777954
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg16,2,0.8302000164985657,0.9899806380271912
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg16,0,0.7577000260353088,1.1505707502365112
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg16,1,0.8245999813079834,1.0661073923110962
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg16,2,0.7495999932289124,1.194447636604309
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg11,4,0.8091999888420105,1.0862609148025513
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg11,1,0.7092999815940857,1.348772406578064
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg19,2,0.7509999871253967,1.19492769241333
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg13,4,0.7457000017166138,1.2059078216552734
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg19,4,0.8324999809265137,0.940090835094452
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg13,1,0.7504000067710876,1.201246738433838
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg13,2,0.739300012588501,1.2344905138015747
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg19,4,0.7555000185966492,1.164715051651001
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg11,2,0.8069999814033508,1.0783467292785645
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg11,2,0.7361000180244446,1.2446495294570925
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg16,4,0.7504000067710876,1.1918158531188965
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg13,0,0.8289999961853027,0.928523063659668
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg11,4,0.7318000197410583,1.2587709426879885
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg13,2,0.8319000005722046,0.9547622203826904
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg11,1,0.8037999868392944,1.1277378797531128
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg19,1,0.8259000182151794,0.9984780550003052
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg13,0,0.7585999965667725,1.1629252433776855
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg16,4,0.8330000042915344,0.9916897416114808
ResNet56v2,ff,untargeted,1,pgd,untargeted,vgg19,0,0.8289999961853027,0.960176944732666
ResNet56v2,ff,untargeted,1,pgd,targeted_ll,vgg11,0,0.7164999842643738,1.282463788986206
ResNet56v2,ff,untargeted,1,original,original,original,0,0.8220000267028809,0.8698488473892212
ResNet56v2,ff,untargeted,2,cwl2,untargeted,ResNet56v1,1,0.2404000014066696,10.979995727539062
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v1,1,0.1906999945640564,4.736259937286377
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet56v2,2,0.0533999986946582,9.353681564331056
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v2,2,0.4934999942779541,2.407338380813598
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v2,3,0.7354000210762024,1.4025144577026367
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v1,0,0.3801999986171722,2.901873588562012
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet56v2,1,0.7871999740600586,1.139028787612915
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet56v2,1,0.7070000171661377,1.4065752029418943
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v1,6,0.2166000008583068,5.385639190673828
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v1,5,0.6557000279426575,1.544366717338562
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet56v2,3,0.137700006365776,7.240513324737549
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v2,2,0.579200029373169,1.931174635887146
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet56v1,3,0.1128999963402748,6.183445453643799
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet56v2,3,0.0237000007182359,13.13479709625244
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v2,3,0.6140999794006348,1.888838648796081
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v2,1,0.5641000270843506,1.8809822797775269
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet56v1,1,0.1638000011444091,4.921420097351074
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet56v1,3,0.3140999972820282,3.8122265338897705
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v1,7,0.0935999974608421,8.402460098266602
ResNet56v2,ff,untargeted,2,pgd,targeted_2nd,ResNet56v1,7,0.0078999996185302,36.593238830566406
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v1,1,0.4199999868869781,2.8224568367004395
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet56v1,2,0.6306999921798706,1.8946276903152464
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet56v1,2,0.7293000221252441,1.3360631465911863
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v2,1,0.428299993276596,2.572758197784424
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v2,0,0.6732000112533569,1.6040165424346924
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet56v1,1,0.488999992609024,2.356809616088867
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet56v2,0,0.0024000001139938,30.40170288085937
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v1,5,0.5540000200271606,1.9832634925842283
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet56v1,0,0.0196000002324581,44.802154541015625
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v1,2,0.736299991607666,1.3384807109832764
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v2,0,0.7616000175476074,1.256107211112976
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v1,6,0.4528000056743622,2.8060848712921143
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v1,4,0.0052999998442828,17.93632698059082
ResNet56v2,ff,untargeted,2,cwl2,targeted_2nd,ResNet56v1,0,0.7576000094413757,1.1090015172958374
ResNet56v2,ff,untargeted,2,cwl2,targeted_ll,ResNet56v1,0,0.7908999919891357,1.0265324115753174
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v1,4,0.0346999987959861,11.848177909851074
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet56v2,0,0.0164000000804662,17.85837745666504
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v1,3,0.4697000086307525,3.1437387466430664
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,ResNet20v1,7,0.0151000004261732,13.242586135864258
ResNet56v2,ff,untargeted,2,cwl2,targeted_ll,ResNet56v1,1,0.8003000020980835,0.9774705767631532
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v1,0,0.6428999900817871,1.6311184167861938
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet56v1,0,0.0085000004619359,36.394264221191406
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v1,3,0.7305999994277954,1.5512499809265137
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet20v1,2,0.777400016784668,1.108217716217041
ResNet56v2,ff,untargeted,2,cwl2,untargeted,ResNet56v1,0,0.760200023651123,1.0932252407073977
ResNet56v2,ff,untargeted,2,pgd,untargeted,ResNet56v2,2,0.1526000052690506,5.855867385864258
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg19,1,0.7235000133514404,1.335491180419922
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg13,1,0.8183000087738037,1.004473090171814
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg19,0,0.7042999863624573,1.4461684226989746
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg11,0,0.7860000133514404,1.1515814065933228
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg19,2,0.8123999834060669,1.0683202743530271
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg16,0,0.8149999976158142,1.0491329431533811
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg16,1,0.7020000219345093,1.4439467191696167
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg13,4,0.8144000172615051,1.0008060932159424
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg16,2,0.8137999773025513,1.0688682794570925
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg16,0,0.7261000275611877,1.3094570636749268
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg16,1,0.8126000165939331,1.123601317405701
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg16,2,0.7199000120162964,1.376947283744812
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg11,4,0.7940000295639038,1.1578187942504885
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg11,1,0.6804999709129333,1.4775217771530151
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg19,2,0.7228000164031982,1.351054549217224
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg13,4,0.7246000170707703,1.3166544437408447
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg19,4,0.8159999847412109,1.0126612186431885
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg13,1,0.7245000004768372,1.349057674407959
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg13,2,0.7125999927520752,1.3800644874572754
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg19,4,0.7297000288963318,1.3060294389724731
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg11,2,0.7890999913215637,1.1571217775344849
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg11,2,0.7074999809265137,1.3702400922775269
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg16,4,0.7261000275611877,1.331148982048035
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg13,0,0.8126000165939331,1.0044739246368408
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg11,4,0.6906999945640564,1.416818141937256
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg13,2,0.8199999928474426,1.0118637084960938
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg11,1,0.7897999882698059,1.193986892700195
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg19,1,0.8115000128746033,1.0711755752563477
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg13,0,0.7282000184059143,1.293452501296997
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg16,4,0.8245999813079834,1.0454827547073364
ResNet56v2,ff,untargeted,2,pgd,untargeted,vgg19,0,0.8185999989509583,1.0280723571777344
ResNet56v2,ff,untargeted,2,pgd,targeted_ll,vgg11,0,0.6836000084877014,1.429269790649414
ResNet56v2,ff,untargeted,2,original,original,original,0,0.8070999979972839,0.9457559585571288
ResNet56v2,ff,untargeted,3,cwl2,untargeted,ResNet56v1,1,0.2386000007390976,10.372078895568848
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v1,1,0.1057000011205673,7.13623571395874
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet56v2,2,0.2410999983549118,4.406712532043457
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v2,2,0.4916000068187713,2.3721768856048584
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v2,3,0.7160999774932861,1.433276891708374
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v1,0,0.2621999979019165,4.423377513885498
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet56v2,1,0.7763000130653381,1.118167519569397
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet56v2,1,0.7002000212669373,1.3378525972366333
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v1,6,0.4395000040531158,2.794973134994507
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v1,5,0.6085000038146973,1.811570167541504
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet56v2,3,0.0888999998569488,11.780240058898926
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v2,2,0.6306999921798706,1.7129977941513062
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet56v1,3,0.033500000834465,13.353172302246094
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet56v2,3,0.0076999999582767,25.49535751342773
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v2,3,0.5845999717712402,1.984608173370361
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v2,1,0.6208999752998352,1.5876377820968628
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet56v1,1,0.0395999997854232,12.012892723083496
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet56v1,3,0.2531999945640564,5.408044815063477
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v1,7,0.0762000009417533,12.082538604736328
ResNet56v2,ff,untargeted,3,pgd,targeted_2nd,ResNet56v1,7,0.0077999997884035,34.72409439086914
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v1,1,0.4142999947071075,3.093547105789185
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet56v1,2,0.6065999865531921,1.8453972339630127
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet56v1,2,0.7166000008583069,1.3609025478363037
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v2,1,0.490799993276596,2.207849502563477
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v2,0,0.656000018119812,1.5711278915405271
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet56v1,1,0.2529000043869018,5.220537185668945
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet56v2,0,0.0032999999821186,16.115859985351562
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v1,5,0.2960000038146972,3.7959859371185294
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet56v1,0,0.019200000911951,40.82270050048828
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v1,2,0.711899995803833,1.3407701253890991
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v2,0,0.7512999773025513,1.219820499420166
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v1,6,0.6292999982833862,1.7562527656555176
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v1,4,0.0266999993473291,9.515275955200195
ResNet56v2,ff,untargeted,3,cwl2,targeted_2nd,ResNet56v1,0,0.7475000023841858,1.1157076358795166
ResNet56v2,ff,untargeted,3,cwl2,targeted_ll,ResNet56v1,0,0.7688999772071838,1.133411169052124
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v1,4,0.0817999988794326,7.389812469482422
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet56v2,0,0.0307999998331069,11.584177017211914
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v1,3,0.5145000219345093,2.5954079627990723
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,ResNet20v1,7,0.0094999996945261,22.315778732299805
ResNet56v2,ff,untargeted,3,cwl2,targeted_ll,ResNet56v1,1,0.7822999954223633,1.0069148540496826
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v1,0,0.5968999862670898,1.8978155851364136
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet56v1,0,0.0085000004619359,34.52872848510742
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v1,3,0.7287999987602234,1.46251118183136
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet20v1,2,0.7610999941825867,1.1345343589782717
ResNet56v2,ff,untargeted,3,cwl2,untargeted,ResNet56v1,0,0.7513999938964844,1.0942140817642212
ResNet56v2,ff,untargeted,3,pgd,untargeted,ResNet56v2,2,0.3617999851703644,3.289156198501587
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg19,1,0.7161999940872192,1.2650673389434814
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg13,1,0.8059999942779541,0.9863340854644777
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg19,0,0.703000009059906,1.358666181564331
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg11,0,0.7773000001907349,1.1410787105560305
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg19,2,0.8080000281333923,1.042725920677185
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg16,0,0.8069999814033508,1.0293593406677246
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg16,1,0.7037000060081482,1.3466531038284302
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg13,4,0.8082000017166138,0.9889845848083496
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg16,2,0.8101000189781189,1.03374981880188
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg16,0,0.7213000059127808,1.2442845106124878
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg16,1,0.7990000247955322,1.1034541130065918
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg16,2,0.7135000228881836,1.307298183441162
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg11,4,0.7838000059127808,1.1413788795471191
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg11,1,0.6776000261306763,1.438874125480652
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg19,2,0.7170000076293945,1.2811368703842163
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg13,4,0.7085000276565552,1.3061304092407229
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg19,4,0.8007000088691711,1.0113695859909058
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg13,1,0.7196999788284302,1.2750028371810913
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg13,2,0.7050999999046326,1.3285388946533203
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg19,4,0.7247999906539917,1.258255124092102
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg11,2,0.785099983215332,1.1401301622390747
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg11,2,0.6959999799728394,1.344188928604126
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg16,4,0.7166000008583069,1.2741572856903076
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg13,0,0.8052999973297119,0.9927363395690918
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg11,4,0.6886000037193298,1.3827219009399414
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg13,2,0.8091999888420105,1.0118283033370972
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg11,1,0.7784000039100647,1.1746326684951782
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg19,1,0.8008000254631042,1.0569676160812378
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg13,0,0.7117999792098999,1.2893202304840088
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg16,4,0.8123000264167786,1.044646143913269
ResNet56v2,ff,untargeted,3,pgd,untargeted,vgg19,0,0.807699978351593,1.0085651874542236
ResNet56v2,ff,untargeted,3,pgd,targeted_ll,vgg11,0,0.684499979019165,1.3433470726013184
ResNet56v2,ff,untargeted,3,original,original,original,0,0.7914000153541565,0.96140456199646
ResNet20v1,S-ff,cw,0,cwl2,untargeted,ResNet56v1,1,0.2565000057220459,9.007949829101562
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v1,1,0.6736999750137329,1.53624165058136
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet56v2,2,0.6884999871253967,1.467962384223938
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v2,2,0.7117000222206116,1.3430627584457395
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v2,3,0.8456000089645386,0.9801450967788696
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v1,0,0.7049999833106995,1.3650171756744385
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet56v2,1,0.8525999784469604,0.9550325274467468
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet56v2,1,0.7008000016212463,1.371888518333435
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v1,6,0.6722000241279602,1.551237940788269
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v1,5,0.8507000207901001,1.021926999092102
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet56v2,3,0.8341000080108643,1.0653138160705566
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v2,2,0.8393999934196472,1.007535696029663
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet56v1,3,0.6399999856948853,1.732457995414734
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet56v2,3,0.6654999852180481,1.6145341396331787
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v2,3,0.7242000102996826,1.2711124420166016
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v2,1,0.8381999731063843,1.0248619318008425
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet56v1,1,0.6491000056266785,1.6694862842559814
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet56v1,3,0.8375999927520752,1.120728850364685
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v1,7,0.8346999883651733,1.0693683624267578
ResNet20v1,S-ff,cw,0,pgd,targeted_2nd,ResNet56v1,7,0.5532000064849854,2.421370029449463
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v1,1,0.847000002861023,1.0192110538482666
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet56v1,2,0.6848000288009644,1.4712159633636477
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet56v1,2,0.8467000126838684,1.0335638523101809
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v2,1,0.7138000130653381,1.3038548231124878
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v2,0,0.7060999870300293,1.3420761823654177
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet56v1,1,0.8339999914169312,1.1195366382598877
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet56v2,0,0.6272000074386597,1.8654427528381348
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v1,5,0.677299976348877,1.5189476013183594
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet56v1,0,0.6209999918937683,1.8542416095733645
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v1,2,0.6855000257492065,1.4997371435165403
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v2,0,0.8440999984741211,1.0044912099838257
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v1,6,0.840499997138977,1.0522477626800537
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v1,4,0.6420999765396118,1.7298800945281982
ResNet20v1,S-ff,cw,0,cwl2,targeted_2nd,ResNet56v1,0,0.8859999775886536,0.563226580619812
ResNet20v1,S-ff,cw,0,cwl2,targeted_ll,ResNet56v1,0,0.8939999938011169,0.5363323092460632
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v1,4,0.8320000171661377,1.238629937171936
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet56v2,0,0.8176000118255615,1.209916591644287
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v1,3,0.6869999766349792,1.451429843902588
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,ResNet20v1,7,0.6428999900817871,1.7523382902145386
ResNet20v1,S-ff,cw,0,cwl2,targeted_ll,ResNet56v1,1,0.8995000123977661,0.5174389481544495
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v1,0,0.8417999744415283,1.03439462184906
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet56v1,0,0.4736999869346618,3.0935404300689697
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v1,3,0.8535000085830688,1.0151594877243042
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet20v1,2,0.8497999906539917,0.9875038862228394
ResNet20v1,S-ff,cw,0,cwl2,untargeted,ResNet56v1,0,0.8860999941825867,0.5604878664016724
ResNet20v1,S-ff,cw,0,pgd,untargeted,ResNet56v2,2,0.8276000022888184,1.097016453742981
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg19,1,0.6820999979972839,1.5049917697906494
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg13,1,0.8583999872207642,0.928407907485962
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg19,0,0.6740000247955322,1.589387059211731
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg11,0,0.8550000190734863,0.8067843317985535
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg19,2,0.8439000248908997,1.130852222442627
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg16,0,0.8432999849319458,1.2270902395248413
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg16,1,0.682200014591217,1.4601926803588867
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg13,4,0.8587999939918518,0.9578332901000975
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg16,2,0.8425999879837036,1.157576322555542
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg16,0,0.6765000224113464,1.5042840242385864
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg16,1,0.8353999853134155,1.2532155513763428
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg16,2,0.6639000177383423,1.5853276252746582
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg11,4,0.855400025844574,0.8533267378807068
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg11,1,0.7764999866485596,1.027056097984314
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg19,2,0.6801999807357788,1.4485535621643066
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg13,4,0.6852999925613403,1.49712872505188
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg19,4,0.8579999804496765,0.9408717751502992
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg13,1,0.6955999732017517,1.4030160903930664
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg13,2,0.6769999861717224,1.5217368602752686
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg19,4,0.6826000213623047,1.4686973094940186
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg11,2,0.8550999760627747,0.8051919937133789
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg11,2,0.7860000133514404,0.9863187670707704
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg16,4,0.6816999912261963,1.467829942703247
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg13,0,0.8554999828338623,0.9472121000289916
ResNet20v1,S-ff,cw,0,pgd,targeted_ll,vgg11,4,0.7749999761581421,0.9992671012878418
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg13,2,0.8532999753952026,1.0048072338104248
ResNet20v1,S-ff,cw,0,pgd,untargeted,vgg11,1,0.8543000221252441,0.8346474766731262
