logifold_type,entropy_threshold,simple_label,generator_family,Adv_using_history,average_voting_by_Judges,simple_majority_voting_by_Judges,simple_majority_voting_by_all,average_voting_by_all,Adv - judges_avg,Adv - All_avg,Adv - judges_majority,Adv - All_majority
CWL2_untargeted,86.0138557302856,fgm,resnet,0.7033,0.7232,0.7213,0.7312,0.7319,-0.019899999999999918,-0.02859999999999996,-0.018000000000000016,-0.027899999999999925
CWL2_untargeted,86.0138557302856,fgm(2nd),resnet,0.7045,0.7264,0.7274,0.7345,0.7363,-0.02190000000000003,-0.03179999999999994,-0.02290000000000003,-0.030000000000000027
CWL2_untargeted,86.0138557302856,fgm(least),resnet,0.7045,0.7264,0.7274,0.7345,0.7363,-0.02190000000000003,-0.03179999999999994,-0.02290000000000003,-0.030000000000000027
DeepFool,110.45116086040606,"pgd(2nd, big)",resnet,0.5998,0.5952,0.5967,0.6487,0.6448,0.0046000000000000485,-0.04500000000000004,0.0030999999999999917,-0.048900000000000055
DeepFool,110.45116086040606,"pgd(2nd, std)",resnet,0.9371,0.9388,0.9386,0.9287,0.9331,-0.0016999999999999238,0.0040000000000000036,-0.0014999999999999458,0.008400000000000074
DeepFool,110.45116086040606,original,,0.9388,0.9408,0.94,0.9295,0.9341,-0.0020000000000000018,0.0046999999999999265,-0.0011999999999999789,0.009299999999999975
DeepFool,110.45116086040606,pgd(std),resnet,0.9373,0.9393,0.9388,0.9279,0.9334,-0.0020000000000000018,0.0039000000000000146,-0.0014999999999999458,0.009400000000000075
DeepFool,110.45116086040606,DF,resnet,0.8869,0.8893,0.8875,0.8903,0.8932,-0.0023999999999999577,-0.006299999999999972,-0.0005999999999999339,-0.0033999999999999586
DeepFool,110.45116086040606,"pgd(least, std)",resnet,0.9376,0.9401,0.939,0.9277,0.9335,-0.0025000000000000577,0.0040999999999999925,-0.0013999999999999568,0.00990000000000002
DeepFool,110.45116086040606,cwl2,resnet,0.9304,0.9347,0.9336,0.9237,0.9289,-0.0042999999999999705,0.0015000000000000568,-0.0031999999999999806,0.006700000000000039
DeepFool,110.45116086040606,fgm(2nd),resnet,0.697,0.7264,0.7274,0.7322,0.7373,-0.029400000000000093,-0.0403,-0.030400000000000094,-0.03520000000000001
DeepFool,110.45116086040606,fgm(least),resnet,0.697,0.7264,0.7274,0.7322,0.7373,-0.029400000000000093,-0.0403,-0.030400000000000094,-0.03520000000000001
DeepFool,110.45116086040606,fgm,resnet,0.6928,0.7232,0.7213,0.7268,0.7329,-0.030399999999999983,-0.040100000000000025,-0.02850000000000008,-0.03400000000000003
DeepFool,110.45116086040606,pgd(big),resnet,0.62435,0.7713,0.772125,0.784,0.784125,-0.14695000000000003,-0.159775,-0.147775,-0.15965000000000007
DeepFool,110.45116086040606,"pgd(least, big)",resnet,0.6372,0.7903249999999999,0.7889999999999999,0.8039499999999999,0.8093250000000001,-0.15312499999999996,-0.17212500000000008,-0.15179999999999993,-0.16674999999999995
DeepFool,110.45116086040606,pgd(big),vgg,0.697925,0.8648750000000001,0.86455,0.8617,0.863725,-0.16695000000000004,-0.16579999999999995,-0.16662500000000002,-0.163775
DeepFool,110.45116086040606,"pgd(least, big)",vgg,0.6160749999999999,0.78515,0.783525,0.789275,0.794525,-0.1690750000000001,-0.1784500000000001,-0.1674500000000001,-0.17320000000000002
DeepFool,110.45116086040606,cwl2(least),resnet,0.6297,0.9394,0.9385,0.9284,0.9329,-0.3097,-0.3031999999999999,-0.30879999999999996,-0.29869999999999997
DeepFool,110.45116086040606,cwl2(2nd),resnet,0.6231,0.9349,0.9336,0.9236,0.9289,-0.31179999999999997,-0.30579999999999996,-0.3105,-0.3005
FGM_targeted-to-2nd,147.8986078555462,"pgd(2nd, big)",resnet,0.9141,0.5952,0.5967,0.8369,0.8415,0.3189000000000001,0.0726,0.3174,0.07720000000000005
FGM_targeted-to-2nd,147.8986078555462,fgm,resnet,0.9143,0.7232,0.7213,0.8758,0.8794,0.19110000000000005,0.03490000000000004,0.19299999999999995,0.03849999999999998
FGM_targeted-to-2nd,147.8986078555462,fgm(2nd),resnet,0.9142,0.7264,0.7274,0.875,0.88,0.18779999999999997,0.03420000000000001,0.18679999999999997,0.03920000000000001
FGM_targeted-to-2nd,147.8986078555462,fgm(least),resnet,0.9142,0.7264,0.7274,0.875,0.88,0.18779999999999997,0.03420000000000001,0.18679999999999997,0.03920000000000001
FGM_targeted-to-2nd,147.8986078555462,pgd(big),resnet,0.919275,0.7713,0.772125,0.87365,0.875325,0.14797499999999997,0.043949999999999934,0.14715,0.045624999999999916
FGM_targeted-to-2nd,147.8986078555462,"pgd(least, big)",resnet,0.9150499999999999,0.7903249999999999,0.7889999999999999,0.8971,0.899575,0.12472499999999997,0.015474999999999905,0.12605,0.01794999999999991
FGM_targeted-to-2nd,147.8986078555462,"pgd(least, big)",vgg,0.904575,0.78515,0.783525,0.878025,0.880625,0.119425,0.023950000000000027,0.12104999999999999,0.026549999999999963
FGM_targeted-to-2nd,147.8986078555462,pgd(big),vgg,0.9169,0.8648750000000001,0.86455,0.895175,0.89615,0.05202499999999999,0.020750000000000046,0.05235000000000001,0.021724999999999994
FGM_targeted-to-2nd,147.8986078555462,"pgd(2nd, std)",resnet,0.9368,0.9388,0.9386,0.9371,0.9369,-0.0020000000000000018,-9.999999999998899e-05,-0.0018000000000000238,-0.000300000000000078
