logifold_type,entropy_threshold,simple_label,generator_family,Adv_using_history,average_voting_by_Judges,simple_majority_voting_by_Judges,simple_majority_voting_by_all,average_voting_by_all,Adv - judges_avg,Adv - All_avg,Adv - judges_majority,Adv - All_majority
FGM_targeted-to-2nd,147.8986078555462,"pgd(least, std)",resnet,0.9377,0.9401,0.939,0.9374,0.938,-0.0024000000000000687,-0.00029999999999996696,-0.0012999999999999678,0.00029999999999996696
FGM_targeted-to-2nd,147.8986078555462,pgd(std),resnet,0.9366,0.9393,0.9388,0.9369,0.9365,-0.0027000000000000357,9.999999999998899e-05,-0.0021999999999999797,-0.00029999999999996696
FGM_targeted-to-2nd,147.8986078555462,original,,0.938,0.9408,0.94,0.9381,0.9388,-0.0028000000000000247,-0.0008000000000000229,-0.0020000000000000018,-0.00010000000000010001
FGM_targeted-to-2nd,147.8986078555462,cwl2,resnet,0.9317,0.9347,0.9336,0.934,0.9349,-0.0030000000000000027,-0.0031999999999999806,-0.0019000000000000128,-0.0023000000000000798
FGM_targeted-to-2nd,147.8986078555462,DF,resnet,0.885,0.8893,0.8875,0.887,0.8872,-0.0042999999999999705,-0.0021999999999999797,-0.0024999999999999467,-0.0020000000000000018
FGM_targeted-to-2nd,147.8986078555462,cwl2(2nd),resnet,0.9267,0.9349,0.9336,0.934,0.935,-0.008199999999999985,-0.008300000000000085,-0.006900000000000017,-0.007300000000000084
FGM_targeted-to-2nd,147.8986078555462,cwl2(least),resnet,0.9287,0.9394,0.9385,0.938,0.9386,-0.010700000000000043,-0.00990000000000002,-0.009800000000000031,-0.009299999999999975
FGM_targeted-to-least,147.8986078555462,"pgd(2nd, big)",resnet,0.913,0.5952,0.5967,0.8362,0.8397,0.3178000000000001,0.07330000000000003,0.3163,0.07679999999999998
FGM_targeted-to-least,147.8986078555462,fgm,resnet,0.9138,0.7232,0.7213,0.8749,0.8792,0.1906,0.034599999999999964,0.1924999999999999,0.038899999999999935
FGM_targeted-to-least,147.8986078555462,fgm(2nd),resnet,0.9148,0.7264,0.7274,0.8741,0.8801,0.1883999999999999,0.03469999999999995,0.1873999999999999,0.04069999999999996
FGM_targeted-to-least,147.8986078555462,fgm(least),resnet,0.9148,0.7264,0.7274,0.8741,0.8801,0.1883999999999999,0.03469999999999995,0.1873999999999999,0.04069999999999996
FGM_targeted-to-least,147.8986078555462,pgd(big),resnet,0.918375,0.7713,0.772125,0.87315,0.8745499999999999,0.14707500000000007,0.043825000000000114,0.1462500000000001,0.04522500000000007
FGM_targeted-to-least,147.8986078555462,"pgd(least, big)",resnet,0.9152,0.7903249999999999,0.7889999999999999,0.8981,0.8993,0.12487500000000007,0.015900000000000025,0.1262000000000001,0.017100000000000004
FGM_targeted-to-least,147.8986078555462,"pgd(least, big)",vgg,0.9041,0.78515,0.783525,0.877825,0.8799,0.11895,0.0242,0.12057499999999999,0.02627500000000005
FGM_targeted-to-least,147.8986078555462,pgd(big),vgg,0.9159999999999999,0.8648750000000001,0.86455,0.894775,0.895825,0.051124999999999865,0.020174999999999943,0.051449999999999885,0.02122499999999994
FGM_targeted-to-least,147.8986078555462,"pgd(2nd, std)",resnet,0.9363,0.9388,0.9386,0.9367,0.937,-0.0024999999999999467,-0.0007000000000000339,-0.0022999999999999687,-0.00039999999999995595
FGM_targeted-to-least,147.8986078555462,pgd(std),resnet,0.9363,0.9393,0.9388,0.9366,0.9371,-0.0030000000000000027,-0.0008000000000000229,-0.0024999999999999467,-0.00029999999999996696
FGM_targeted-to-least,147.8986078555462,DF,resnet,0.8861,0.8893,0.8875,0.8876,0.8881,-0.0031999999999999806,-0.0020000000000000018,-0.0013999999999999568,-0.0014999999999999458
FGM_targeted-to-least,147.8986078555462,original,,0.9376,0.9408,0.94,0.9382,0.9388,-0.0031999999999999806,-0.0011999999999999789,-0.0023999999999999577,-0.0006000000000000449
FGM_targeted-to-least,147.8986078555462,"pgd(least, std)",resnet,0.9368,0.9401,0.939,0.9373,0.9383,-0.0033000000000000806,-0.0015000000000000568,-0.0021999999999999797,-0.000500000000000056
